lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 5.234617505746602 0.14165650485206882 10.0 bitstar-default-sc10.00
0.1 5.801270801109666 0.13649240351445158 6.3 bitstar-default-sc06.30
0.2 5.931142873989493 0.15603816228467762 4.0 bitstar-default-sc04.00
0.3 5.884095962471298 0.16710273281852941 2.5 bitstar-default-sc02.50
0.4 5.563454292415465 0.17849914005805548 0.0 bitstar-default-sc00.00
0.5 4.942340343096929 0.16519633417808388 0.0 bitstar-default-sc00.00
0.6 4.321226393778396 0.15269580271164868 0.0 bitstar-default-sc00.00
0.7 3.700112444459861 0.1412107680777143 0.0 bitstar-default-sc00.00
0.8 3.0789984951413283 0.13100857755088793 0.0 bitstar-default-sc00.00
0.9 2.457884545822794 0.12241040510586397 0.0 bitstar-default-sc00.00
1.0 1.8367705965042596 0.11577417967717221 0.0 bitstar-default-sc00.00
