lambda-u utility-finmean utility-stderrfinmean best-param best-planner
0.0 2.9818939869401997 0.01844507098582706 10.0 bitstar-default-sc10.00
0.1 3.3053135528924122 0.04798526057145422 4.0 bitstar-default-sc04.00
0.2 3.3183475251579426 0.05650149485657111 2.5 bitstar-default-sc02.50
0.3 3.1381203559592152 0.05216830124492329 1.6 bitstar-default-sc01.60
0.4 2.952820534001288 0.04219483797853726 1.0 bitstar-default-sc01.00
0.5 2.5899902950190596 0.028749778702493706 0.63 bitstar-default-sc00.63
0.6 2.161087097350312 0.02188232008421332 0.4 bitstar-default-sc00.40
0.7 1.5625458990576042 0.002667763154107252 0.0 bitstar-default-sc00.00
0.8 1.1316068291029757 0.0030488721761225772 0.0 bitstar-default-sc00.00
0.9 0.7006677591483479 0.003429981198137897 0.0 bitstar-default-sc00.00
1.0 0.26972868919372006 0.0038110902201532165 0.0 bitstar-default-sc00.00
